facilities = 30 objectives = 2 max_distances = 179 max flows = 9994 overlap =  1.00 seed = 34289342 correlation 1 = 0.000 A = -2 B = 4 M = 0 K = 1 m = 100
6439 170 131 6534  0  1  0  0 1570 1021 12 93  0  0  0 622  0 74  0 38 2823 9930  0  0  0  1 29  9  0 5216 
34 2006  0 563 474  0  6 10  0 1799  1 855 2786  0 622  0 518 2406 834  0  0 458 29 1007  3  0  3  8  2  0 
121 377 40  0 30  9 4342  0 64 10  0 106  0  0  0 518  0  0  0  0  0  0  0 11  0  0  0 38  0 56 
137  8 277  0 360 135 2160  5  0 8548 7394  3 136  0 74 2406  0  0 15 8983  0 2097 1606  1 347 4808 14  0 1256 32 
 7 29 9644 63  0  0  0  0 16  0 1363 17  0 308  0 834  0 15  0  3 2856 7745 562  0  0 101 1143  1  0 725 
563  0 4444  0 1063 299  0 525 118 579  0 1194  0 300 38  0  0 8983  3  0  0  0 116 10 91 8813  0 13 1441 1164 
 0  0  0  0  0  9 654  2  0 1141  6  0  0 528 2823  0  0  0 2856  0  0  0  0 121  2 38  0 4862 484 748 
 0  0 310  0 508 684  0  0 9427  1 92 1390  2 1501 9930 458  0 2097 7745  0  0  0 283 970  0  0 69  1 13 18 
 0 2065  0  0 81 3217  0  1  7 112  0 22  0  0  0 29  0 1606 562 116  0 283  0 2468 1422  1  1 69 1387 3578 
 0 19 2109 2237  0  5  0 17 2310 37 855 4064 14  9  0 1007 11  1  0 10 121 970 2468  0  0  0 25  0 1978  0 
4376  2 69  0 5139 148  0  0  0 152 459  0 19  5  0  3  0 347  0 91  2  0 1422  0  0  0 225  0  0  0 
 0  0  2 322  6  0  5  3  6 2122 6149 1592 1254 24  1  0  0 4808 101 8813 38  0  1  0  0  0 31  0  0  0 
 5 69  1  0 54 37  0 8243  0 44  0  0  0  0 29  3  0 14 1143  0  0 69  1 25 225 31  0 1452 1649 1010 
231  3 253 13 2129  3 18  2  0 263  0  0 456  0  9  8 38  0  1 13 4862  1 69  0  0  0 1452  0  5  1 
 0  4 39 2043  0 155  6 62  0 33  0  0 248 11  0  2  0 1256  0 1441 484 13 1387 1978  0  0 1649  5  0  0 
 0  1 150  0  2 27  0  0 3443 5832 18  0  0  0 5216  0 56 32 725 1164 748 18 3578  0  0  0 1010  1  0  0 
